uid,year
28087875,2016
28090318,2016
28092249,2017
28092493,2017
28092859,2017
28094237,2017
28094802,2017
28095299,2017
28095405,2017
28095414,2017
28095418,2017
28095443,2017
28095684,2017
28095875,2017
28098126,2017
28098253,2017
28099714,2017
28099856,2017
28099861,2017
28100662,2017
28101877,2016
28102133,2017
28102134,2017
28102136,2017
28102503,2017
28102537,2017
28102736,2017
28102842,2017
28103000,2017
28103209,2017
28103255,2017
28103326,2017
28103802,2017
28104310,2017
28104381,2017
28105304,2016
28106528,2017
28107792,2017
28107856,2017
28108286,2017
28108947,2017
28109676,2017
28110372,2017
28111132,2017
28111270,2017
28112162,2017
28114414,2017
28114564,2017
28115671,2017
28116673,2017
28117032,2017
28117035,2017
28117038,2017
28119857,2016
28120186,2017
28120653,2017
28120806,2016
28122169,2017
28122329,2017
28122631,2017
28123079,2017
28123859,2016
28125540,2017
28125631,2017
28126366,2017
28127399,2017
28127671,2017
28128342,2017
28128730,2017
28129543,2017
28130487,2017
28132835,2017
28134669,2017
28134705,2017
28135274,2017
28137229,2017
28137230,2017
28137716,2017
28137780,2017
28137863,2017
28139388,2017
28141843,2017
28143801,2017
28145811,2017
28146192,2016
28146366,2017
28148409,2016
28148798,2017
28148804,2017
28149405,2016
28151488,2017
28151637,2017
28151953,2017
28152011,2017
28152048,2017
28152146,2017
28152376,2016
28153043,2017
28153056,2017
28153665,2017
28153732,2017
28156001,2017
28156871,2016
28159022,2017
28159620,2017
28160965,2017
28163339,2017
28163928,2017
28164300,2017
28164306,2017
28164310,2017
28166175,2017
28167751,2017
28168206,2017
28168560,2017
28170376,2017
28173851,2017
28174133,2017
28174309,2017
28174559,2017
28175986,2017
28176006,2017
28177042,2017
28177195,2017
28177969,2017
28179396,2017
28180996,2017
28182608,2017
28182667,2017
28182948,2017
28185126,2017
28185278,2017
28185815,2017
28185870,2017
28186536,2017
28187142,2017
28187183,2017
28187236,2017
28187780,2017
28187911,2017
28188305,2017
28188791,2017
28188933,2017
28189347,2017
28189390,2017
28189711,2017
28190239,2017
28191517,2016
28191786,2017
28192051,2017
28192064,2017
28192072,2017
28192520,2017
28193014,2016
28193291,2017
28193876,2017
28194799,2017
28195040,2017
28195756,2017
28196656,2017
28196970,2017
28198171,2017
28198446,2017
28198548,2017
28199323,2017
28199846,2017
28200013,2017
28200111,2017
28202376,2017
28203251,2017
28204734,2017
28205300,2017
28205302,2017
28205633,2017
28207078,2017
28207332,2017
28207337,2017
28207688,2017
28207819,2017
28207910,2017
28209336,2017
28209337,2017
28210744,2017
28212349,2017
28214373,2017
28214732,2017
28215143,2017
28216074,2017
28216147,2017
28216184,2017
28217114,2017
28217576,2016
28219763,2017
28219769,2017
28220392,2017
28220786,2017
28221261,2017
28222903,2017
28223455,2017
28224753,2017
28226004,2017
28226083,2017
28228277,2017
28228395,2017
28229397,2017
28229462,2017
28229475,2017
28229481,2017
28230496,2017
28231241,2017
28231312,2017
28231846,2017
28232248,2017
28232448,2017
28232955,2017
28235193,2017
28236744,2017
28237488,2017
28237492,2017
28237501,2017
28238029,2017
28239447,2017
28239513,2017
28239566,2017
28239662,2017
28240195,2017
28240999,2017
28241146,2017
28241170,2017
28241263,2017
28241773,2017
28241828,2017
28242036,2017
28242837,2017
28243937,2017
28244371,2017
28244380,2017
28246125,2017
28249158,2017
28250532,2017
28250906,2017
28253231,2017
28253931,2017
28253995,2017
28254839,2017
28255910,2017
28256913,2017
28257281,2017
28259231,2017
28259232,2017
28261172,2017
28261663,2017
28262332,2017
28262449,2016
28262718,2017
28263141,2017
28263312,2017
28264033,2017
28265108,2017
28266580,2017
28267109,2017
28269838,2016
28269870,2016
28270583,2017
28271980,2017
28273394,2017
28274195,2017
28274564,2017
28274708,2017
28275155,2017
28275585,2017
28277198,2017
28277199,2017
28277248,2017
28277362,2017
28278235,2017
28278237,2017
28278327,2017
28278416,2016
28279150,2017
28279337,2017
28280063,2017
28281082,2017
28281680,2017
28282358,2017
28283425,2017
28285168,2017
28285789,2017
28286698,2017
28286997,2017
28287375,2017
28288094,2017
28288192,2017
28288355,2017
28288452,2017
28289159,2017
28289727,2017
28290434,2017
28290436,2017
28291746,2017
28292840,2017
28293228,2017
28293404,2017
28293410,2017
28295400,2017
28296373,2017
28296632,2017
28297081,2017
28298448,2017
28298600,2017
28300075,2017
28300076,2017
28300361,2017
28300836,2017
28302072,2017
28302630,2017
28303999,2017
28306183,2017
28314593,2017
28315476,2017
28315708,2017
28316896,2017
28316955,2017
28317856,2017
28318141,2017
28318359,2017
28318467,2017
28318966,2017
28319087,2017
28319237,2017
28319244,2017
28319995,2017
28320169,2017
28320497,2017
28321360,2016
28321362,2017
28322519,2017
28322690,2017
28323468,2017
28324177,2017
28325910,2017
28325921,2017
28325935,2017
28327482,2016
28327795,2017
28327798,2017
28327810,2017
28328129,2017
28329257,2017
28330514,2017
28330900,2017
28331047,2017
28331488,2017
28331858,2017
28332087,2017
28332092,2017
28333910,2017
28333922,2017
28333986,2017
28335029,2017
28336347,2017
28336562,2017
28336600,2017
28337406,2017
28338754,2017
28339458,2017
28339472,2017
28340344,2017
28340908,2016
28341122,2017
28342423,2017
28342826,2017
28342876,2017
28343104,2017
28343414,2017
28343780,2017
28343845,2017
28344113,2017
28344115,2017
28344900,2017
28345596,2017
28345600,2017
28345656,2017
28347326,2017
28347332,2017
28347352,2017
28347781,2017
28348160,2017
28348757,2016
28348794,2016
28349242,2017
28351337,2017
28352047,2017
28352123,2017
28352303,2017
28356496,2017
28357156,2017
28357366,2016
28357511,2017
28357839,2017
28358795,2017
28358796,2017
28359234,2017
28359304,2017
28360135,2017
28360276,2017
28362340,2017
28362944,2017
28363252,2017
28364011,2017
28364363,2017
28365387,2017
28365456,2017
28367888,2017
28369961,2017
28370583,2017
28370966,2017
28372356,2017
28372868,2017
28373913,2017
28375541,2016
28375542,2016
28379440,2017
28379952,2017
28380070,2017
28381608,2017
28382163,2017
28383378,2017
28383800,2017
28384133,2017
28384812,2017
28385119,2017
28386524,2017
28387389,2017
28388329,2017
28388922,2017
28390691,2017
28393598,2017
28394328,2017
28394887,2017
28395143,2017
28396438,2017
28396522,2017
28396558,2017
28396992,2017
28397374,2017
28397799,2017
28398253,2017
28398303,2017
28398522,2017
28398562,2017
28398676,2017
28398681,2017
28398684,2017
28399206,2017
28399216,2017
28399278,2017
28399294,2017
28399312,2017
28399710,2017
28399888,2017
28400948,2017
28401481,2017
28401907,2017
28402153,2017
28402236,2017
28403053,2017
28403061,2017
28403439,2017
28404849,2017
28407077,2017
28408723,2017
28409618,2017
28410349,2017
28411063,2017
28413694,2017
28413745,2017
28413875,2017
28417013,2017
28417097,2017
28418292,2017
28418503,2017
28418539,2017
28418737,2017
28418738,2017
28418744,2017
28419254,2017
28419346,2017
28419888,2017
28420392,2017
28420742,2017
28420884,2017
28421048,2017
28421065,2017
28421292,2017
28422053,2017
28422157,2017
28422757,2017
28423096,2017
28423097,2017
28423109,2017
28423140,2017
28423309,2017
28423319,2017
28423421,2017
28424031,2017
28424472,2017
28425959,2017
28426114,2017
28426311,2017
28426312,2017
28426680,2017
28427352,2017
28428164,2017
28428682,2016
28429036,2017
28429099,2017
28429288,2017
28430097,2017
28430098,2017
28430562,2017
28430564,2017
28431283,2017
28432975,2017
28433358,2017
28434408,2017
28434775,2017
28435330,2017
28435428,2017
28436989,2017
28437183,2017
28437184,2017
28441244,2017
28441781,2017
28442104,2017
28442118,2017
28442561,2017
28442607,2017
28442752,2017
28442754,2017
28443546,2017
28443985,2017
28444003,2017
28444144,2017
28444557,2017
28445122,2017
28445704,2017
28445723,2017
28445832,2017
28446573,2017
28446607,2017
28446677,2017
28446685,2017
28447317,2017
28447498,2017
28448488,2017
28448507,2017
28448519,2017
28448611,2017
28448734,2017
28449047,2017
28450178,2017
28450510,2017
28450714,2017
28452113,2017
28453839,2017
28456431,2017
28457349,2017
28457610,2017
28457855,2017
28458498,2017
28459414,2017
28461069,2017
28461070,2017
28461071,2017
28462011,2016
28463081,2017
28465426,2017
28466030,2016
28466043,2016
28468299,2017
28468671,2017
28468854,2017
28468880,2017
28469032,2017
28469351,2017
28471403,2017
28472297,2017
28472623,2017
28473450,2017
28473565,2017
28473729,2017
28474860,2017
28475892,2017
28475924,2017
28476603,2017
28477675,2017
28478111,2017
28478426,2016
28479213,2017
28479349,2017
28480282,2017
28480779,2017
28481898,2017
28483386,2017
28483991,2017
28483992,2017
28484181,2016
28484182,2016
28484183,2016
28486135,2017
28486369,2017
28487032,2017
28487052,2017
28487212,2017
28487506,2017
28487557,2017
28488751,2017
28488820,2017
28488821,2017
28488960,2017
28490001,2017
28492766,2017
28493351,2017
28494235,2017
28494237,2017
28495485,2017
28495527,2017
28497119,2017
28497331,2017
28497875,2017
28498743,2017
28498965,2017
28499036,2017
28499872,2017
28500225,2017
28500814,2017
28500817,2017
28501626,2017
28501667,2017
28502333,2017
28505571,2017
28506240,2017
28506794,2017
28507114,2017
28508009,2017
28508213,2017
28509947,2017
28510593,2017
28511271,2017
28511272,2017
28513814,2017
28514227,2017
28514228,2017
28514450,2017
28514683,2017
28515302,2017
28515869,2017
28515967,2016
28516037,2017
28517033,2017
28518023,2017
28518162,2017
28520489,2017
28522665,2017
28523613,2017
28524874,2017
28525498,2017
28525510,2017
28527274,2017
28527891,2017
28527892,2017
28529970,2016
28529976,2017
28530022,2017
28531943,2017
28532852,2017
28534760,2017
28534929,2017
28534930,2017
28535184,2017
28536443,2017
28536757,2017
28537028,2017
28538722,2017
28538723,2017
28538727,2017
28538734,2017
28538739,2017
28539440,2017
28539446,2017
28539654,2017
28540930,2017
28541340,2017
28541711,2017
28541997,2017
28542240,2017
28542540,2017
28542585,2017
28542603,2017
28542609,2017
28542611,2017
28544280,2017
28545882,2017
28548637,2017
28549857,2017
28552102,2017
28553020,2017
28555074,2017
28556287,2017
28558804,2017
28560654,2017
28562249,2017
28562637,2017
28566073,2017
28566102,2017
28566316,2017
28566359,2017
28566536,2017
28570608,2017
28570693,2017
28571894,2017
28572149,2017
28572454,2017
28573466,2017
28573776,2017
28574621,2017
28574728,2017
28575689,2017
28575919,2017
28577343,2017
28577363,2017
28577370,2017
28578821,2017
28579320,2017
28579763,2017
28579764,2017
28579869,2017
28580548,2017
28582558,2017
28583207,2017
28583742,2017
28586426,2017
28586630,2017
28588942,2016
28589934,2017
28590221,2017
28590945,2017
28591218,2017
28591291,2017
28591292,2017
28591313,2017
28591470,2017
28592527,2017
28592568,2017
28592864,2017
28593119,2017
28593839,2017
28594571,2017
28594771,2017
28594778,2017
28594787,2017
28595824,2017
28596952,2017
28597088,2017
28598357,2017
28598790,2017
28598943,2017
28598944,2017
28599659,2017
28600536,2017
28601976,2017
28602240,2017
28602489,2017
28604336,2017
28604348,2017
28604797,2017
28606821,2017
28608813,2017
28610628,2017
28610843,2017
28610876,2017
28613699,2017
28614387,2017
28614394,2017
28614803,2017
28615701,2016
28617719,2017
28617773,2017
28617808,2017
28618230,2017
28620040,2017
28622038,2017
28622059,2017
28622346,2017
28623165,2017
28625886,2017
28626536,2017
28627851,2017
28628450,2017
28628464,2017
28630032,2017
28630444,2017
28630988,2017
28630989,2017
28631169,2017
28632511,2017
28632838,2017
28633549,2017
28633891,2017
28633961,2017
28634982,2017
28636449,2017
28636772,2017
28637753,2017
28638259,2017
28638845,2017
28639081,2017
28640798,2017
28641808,2017
28643775,2017
28643807,2017
28644745,2017
28645311,2017
28645459,2017
28646619,2017
28646879,2017
28647168,2017
28647172,2017
28647173,2017
28647174,2017
28648495,2017
28648813,2017
28648861,2017
28649242,2017
28649357,2017
28650987,2017
28651016,2017
28651111,2017
28652051,2017
28653620,2017
28653626,2017
28654045,2017
28654231,2017
28654862,2017
28654956,2017
28655548,2017
28655666,2017
28655823,2017
28656018,2017
28656176,2017
28657281,2017
28658408,2017
28658947,2017
28661244,2016
28661429,2017
28662753,2017
28665268,2017
28665546,2017
28666583,2017
28666829,2017
28666890,2017
28667164,2017
28667332,2017
28668266,2017
28669037,2017
28669618,2017
28670016,2017
28671343,2017
28671429,2017
28672028,2017
28673675,2017
28674411,2017
28675351,2017
28675775,2017
28676109,2017
28676282,2017
28676560,2017
28678053,2017
28679155,2016
28680473,2017
28680856,2017
28681575,2017
28683141,2017
28683393,2017
28683899,2017
28684491,2017
28684499,2017
28685770,2017
28685814,2017
28685984,2017
28686321,2017
28686621,2017
28687969,2017
28688593,2017
28688996,2017
28689970,2017
28691657,2017
28692024,2017
28692228,2016
28692229,2016
28694387,2017
28694390,2017
28695835,2017
28696532,2017
28696994,2017
28697811,2017
28697901,2017
28698028,2017
28698215,2017
28698279,2017
28699552,2017
28699857,2017
28699858,2017
28699859,2017
28700665,2017
28702470,2017
28703540,2017
28703543,2017
28703698,2017
28703771,2017
28703853,2017
28703862,2017
28704365,2017
28704657,2017
28705681,2017
28707334,2017
28708418,2017
28708997,2017
28709958,2017
28709964,2017
28710796,2017
28711586,2017
28711704,2017
28712256,2016
28712937,2017
28712942,2017
28713202,2017
28713857,2017
28715409,2017
28715413,2017
28715527,2017
28716770,2017
28716884,2017
28716913,2017
28717366,2017
28717710,2016
28718518,2017
28718976,2017
28719283,2017
28719291,2017
28719300,2017
28719313,2017
28719330,2017
28719335,2017
28719506,2017
28720531,2017
28721965,2017
28722594,2017
28722613,2017
28722623,2017
28722641,2017
28722808,2017
28724012,2017
28724343,2017
28724472,2017
28724972,2017
28726601,2017
28727526,2017
28727779,2017
28728607,2017
28728996,2017
28729493,2017
28734023,2017
28734519,2017
28736077,2017
28736184,2017
28736217,2017
28736265,2017
28736548,2017
28736678,2017
28736717,2017
28737215,2017
28737542,2017
28738211,2017
28739278,2017
28740150,2017
28740159,2017
28741545,2017
28742068,2017
28742096,2017
28742801,2017
28742857,2017
28743449,2017
28744282,2017
28745255,2017
28746373,2017
28747174,2017
28747901,2017
28748838,2017
28748906,2017
28749569,2017
28749921,2017
28749942,2017
28750247,2017
28750651,2017
28751385,2017
28751513,2017
28754167,2017
28754189,2017
28755145,2017
28755567,2017
28755588,2017
28756233,2017
28756928,2017
28758019,2017
28758222,2017
28758997,2017
28759553,2017
28760831,2017
28761900,2017
28764795,2017
28764923,2017
28765371,2017
28765581,2017
28766466,2017
28767730,2017
28767975,2017
28768434,2017
28768729,2017
28768876,2017
28769893,2017
28771605,2017
28772238,2017
28772262,2017
28774800,2017
28775298,2017
28775961,2017
28776046,2017
28776338,2017
28777090,2017
28777794,2017
28778266,2017
28778267,2017
28778659,2017
28780216,2017
28780227,2017
28780769,2017
28782432,2017
28783051,2017
28783378,2017
28783840,2017
28783843,2017
28784302,2017
28784739,2017
28784796,2017
28785095,2017
28785601,2017
28786784,2017
28787446,2017
28789826,2017
28790185,2017
28790458,2017
28792064,2017
28792206,2017
28794019,2017
28794181,2017
28794424,2017
28795266,2017
28795959,2017
28796762,2017
28796789,2017
28796799,2017
28797534,2017
28798323,2017
28798738,2017
28803069,2017
28803579,2017
28803703,2017
28803932,2017
28804687,2017
28805465,2017
28805637,2017
28806098,2017
28806105,2017
28806453,2017
28806454,2017
28806479,2017
28806481,2017
28806562,2017
28806618,2017
28806786,2017
28810265,2017
28811170,2017
28811345,2017
28813092,2017
28813216,2017
28814522,2017
28814523,2017
28815211,2017
28815404,2017
28815931,2017
28817610,2017
28818572,2017
28818921,2017
28819345,2017
28820372,2017
28820690,2017
28820694,2017
28821226,2017
28821561,2017
28823909,2017
28824594,2017
28825519,2017
28825520,2017
28826723,2017
28827581,2017
28829013,2017
28829235,2017
28829414,2017
28829735,2017
28829736,2017
28829857,2017
28830053,2018
28830111,2016
28830559,2017
28831192,2017
28831630,2017
28832434,2017
28834009,2017
28834250,2017
28835479,2017
28835502,2017
28835547,2017
28835931,2017
28837029,2017
28838147,2017
28838638,2017
28838639,2017
28839081,2017
28839084,2017
28839316,2017
28840835,2017
28841899,2017
28842610,2017
28842988,2017
28844634,2017
28845357,2017
28846484,2017
28846489,2017
28849792,2017
28851097,2017
28851293,2017
28852261,2017
28852537,2016
28852878,2017
28852982,2017
28853349,2017
28854105,2017
28854106,2017
28854113,2017
28854116,2017
28854206,2017
28855386,2017
28855646,2017
28856072,2017
28857045,2017
28859049,2017
28859086,2017
28859353,2017
28859534,2017
28860226,2017
28864425,2017
28865242,2017
28866135,2017
28867493,2017
28869076,2017
28869941,2017
28870338,2017
28870427,2017
28870816,2017
28872112,2017
28873445,2017
28874014,2017
28874392,2017
28874536,2017
28874759,2017
28875696,2017
28876240,2017
28876359,2017
28876425,2017
28877553,2017
28877637,2017
28877754,2017
28878071,2017
28878076,2017
28878742,2017
28878777,2017
28880298,2017
28880955,2017
28880974,2017
28880978,2017
28883959,2016
28884445,2017
28886944,2017
28887877,2017
28889967,2017
28890894,2017
28890978,2017
28892442,2017
28892452,2017
28892501,2017
28893603,2017
28893652,2017
28894118,2017
28894473,2017
28898286,2017
28898891,2017
28899079,2017
28899653,2017
28900143,2017
28900215,2017
28900425,2017
28900831,2017
28901598,2017
28903515,2017
28904181,2017
28910292,2017
28910635,2017
28912011,2017
28912110,2017
28913959,2017
28914749,2017
28916391,2017
28916522,2017
28916645,2017
28916719,2017
28918127,2017
28918772,2017
28919916,2017
28920574,2017
28921542,2017
28921551,2017
28922464,2017
28923507,2017
28926538,2017
28927437,2017
28927441,2017
28927458,2017
28927874,2017
28928377,2017
28928416,2017
28928720,2017
28929534,2017
28930015,2017
28930022,2017
28930027,2017
28930031,2017
28931226,2017
28931227,2017
28931684,2017
28932235,2017
28932709,2017
28932759,2014
28932814,2017
28933344,2017
28934211,2017
28934352,2017
28934370,2017
28934431,2017
28934970,2017
28937149,2017
28938115,2017
28939807,2017
28942054,2017
28942698,2017
28945244,2017
28945787,2017
28945882,2017
28945945,2017
28946911,2017
28948916,2017
28948917,2017
28950830,2017
28951247,2017
28951254,2017
28952036,2017
28953451,2017
28954062,2017
28954064,2017
28954927,2017
28956541,2017
28956764,2017
28956768,2017
28957351,2017
28958396,2017
28959246,2017
28959511,2017
28959858,2017
28961800,2017
28968270,2017
28968305,2017
28968775,2017
28968838,2017
28968863,2017
28968892,2017
28968905,2017
28969937,2017
28970482,2017
28971967,2017
28972551,2017
28973011,2017
28973235,2017
28973490,2017
28975230,2017
28975470,2017
28975876,2017
28976850,2017
28976853,2017
28977007,2017
28978707,2017
28978754,2017
28980148,2017
28980717,2017
28981650,2017
28981691,2017
28982551,2017
28982578,2017
28983567,2017
28984642,2017
28985234,2017
28985318,2017
28986822,2018
28986827,2018
28988109,2017
28988896,2017
28989510,2017
28991164,2017
28991697,2017
28991902,2017
28993172,2017
28993398,2017
28994790,2017
29017246,2017
29017275,2017
29017606,2017
29017720,2017
29018252,2017
29018589,2017
29019746,2017
29019762,2017
29020159,2017
29020226,2017
29020245,2017
29020636,2017
29020917,2017
29022864,2017
29022904,2017
29024445,2017
29024641,2017
29026637,2017
29026802,2017
29027743,2017
29027940,2017
29028178,2017
29029153,2017
29030170,2017
29030308,2017
29030319,2017
29030384,2017
29031848,2017
29033368,2017
29033372,2017
29035317,2017
29036392,2017
29036922,2017
29037541,2017
29037898,2017
29037966,2017
29037967,2017
29037978,2017
29038290,2017
29038510,2017
29039229,2017
29039731,2017
29040304,2017
29041992,2017
29042714,2017
29043960,2017
29044149,2017
29044194,2017
29044195,2017
29045206,2017
29048276,2017
29048289,2017
29048293,2017
29048558,2017
29049277,2017
29049592,2017
29049645,2017
29050846,2017
29051080,2017
29051839,2017
29052242,2017
29053013,2017
29053990,2017
29056425,2017
29057920,2017
29058107,2017
29058664,2018
29060089,2017
29062360,2017
29063232,2017
29063515,2017
29064083,2017
